"id","image_url","purchase_url","brand","info","retailer","created_at","updated_at","name","price","price_label","unbranded_name","view_count","alt_image_url_1","alt_image_url_2","alt_image_url_3","clothing_type","gender","in_stock","product_source","sale_price","sale_price_label","sale_price_range_label","is_verified","audiences","categories","age","raw_categories","colors","range","n"
"2000000202321","products/2000000202321.jpg","https://click.linksynergy.com/link?id=9sWLFDwBVak&offerid=357944.16193453&type=15&murl=https%3A%2F%2Fshop.nordstrom.com%2FS%2F4891981%3Futm_source%3Drakuten%26utm_medium%3Daffiliate%26utm_campaign%3Ddatafeed%26utm_content%3DWomen%3AJewelry%3AEarring%26utm_term%3D5570945%26utm_channel%3Daffiliate_ret_p%26sp_source%3Drakuten%26sp_campaign%3Ddatafeed","Nordstrom","Round-cut cubic zirconia drops framed in halos of sparkling pave make classic and elegant day-to-night earrings. Style Name: Nordstrom Cubic Zirconia Halo Drop Earrings. Style Number: 5570945. Available in stores.","NORDSTROM","2019-11-11 21:27:31.126594+00","2019-12-12 19:07:23.164702+00","Women's Nordstrom Cubic Zirconia Halo Drop Earrings","39.00",,"Women's Nordstrom Cubic Zirconia Halo Drop Earrings","0","products/2000000202321_1.jpg","products/2000000202321_2.jpg","",,"female","true","rakuten","39.00",,,"true",,"{women_accessory,women_all,women_earrings}",,,"{grey,beige}","1","11"
"2000000250814","products/2000000250814.jpg","https://click.linksynergy.com/link?id=9sWLFDwBVak&offerid=648401.3380810249323&type=15&murl=https%3A%2F%2Fwww.bloomingdales.com%2Fshop%2Fproduct%2Fclarins-joli-rouge-brillant%3FID%3D3049087%26PartnerID%3DLINKSHARE%26cm_mmc%3DLINKSHARE-_-n-_-n-_-n","Clarins","What It Is: Sheer, sparking color-plus 6 hours of non-stop moisture your lips will feel good about* What It Does: Enriched with super-hydrating Organic Marsh Samphire extract, nourishing Mango oil and Clarins' exclusive Shine Booster Complex to leave lips luminous and luscious. Key Ingredients: - Organic Marsh Samphire extract promotes long-lasting hydration for soft, well-defined lips. - Mango oil nourishes, softens and helps protect lips from dehydration. - Clarins Shine Booster Complex magnif","Bloomingdale's","2019-11-21 18:26:25.26806+00","2019-12-12 22:07:57.196152+00","Clarins Joli Rouge Brillant","30.00",,"Clarins Joli Rouge Brillant","0","","","",,"unisex","true","rakuten",,,,"true",,"{men_key_chains,men_accessory,men_all,women_key_chains,women_accessory,women_all,key_chains}",,,"{beige}","1","12"
"2000000554399","products/2000000554399.jpg","https://prf.hn/click/camref:1011l45uW/creativeref:1011l19360/destination:https://www.farfetch.com/shopping/women/diesel-ufsb-bras-tie-dye-bralette-item-14609170.aspx?fsb=1","Diesel","Black and red stretch cotton UFSB-Bras tie-dye bralette from Diesel featuring a scoop neck, a sleeveless design, a scoop back and an elasticated red logo band. Underwear and lingerie must be tried on over your own garments.","Farfetch","2019-12-30 18:31:52.078766+00","2020-01-09 02:11:40.064292+00","Diesel - UFSB-Bras tie-dye bralette - women - Cotton/Spandex/Elastane - XS, S, M, XXS - Black","38.00",,"Diesel - UFSB-Bras tie-dye bralette - women - Cotton/Spandex/Elastane - XS, S, M, XXS - Black","0","","","",,"female","true","rakuten","38.00",,,"true",,"{women_clothing,women_all,women_intimates}",,,"{black}","1","13"
"2000000347158","products/2000000347158.jpg","https://click.linksynergy.com/link?id=9sWLFDwBVak&offerid=680571.406918&type=15&murl=https%3A%2F%2Fwww.bergdorfgoodman.com%2Fp%2Fkim-seybert-dip-dye-napkin-prod151210201","Kim Seybert","Dip dyed linen napkin with contrast border. Approx. 21""Sq. Hand wash or machine was on delicate cycle separately with mild detergent, machine dry low and remove promptly, steam iron while damp on reverse side. Do not bleach. Imported.","Bergdorf Goodman","2019-11-11 22:01:38.450806+00","2019-12-12 20:29:37.880263+00","Dip Dye Napkin","45.00",,"Dip Dye Napkin","0","","","",,"unisex",,"rakuten",,,,"false",,"{men_scarves,women_clothing,women_swimwear,women_all,men_all,men_accessory}",,,"{pink,red}","1","14"
"2000000316544","products/2000000316544.jpg","https://click.linksynergy.com/link?id=9sWLFDwBVak&offerid=357944.19374894&type=15&murl=https%3A%2F%2Fshop.nordstrom.com%2FS%2F5052765%3Futm_source%3Drakuten%26utm_medium%3Daffiliate%26utm_campaign%3Ddatafeed%26utm_content%3DWomen%3AMakeup%3APowder%26utm_term%3D5689876%26utm_channel%3Daffiliate_ret_p%26sp_source%3Drakuten%26sp_campaign%3Ddatafeed","Estee Lauder","What it is: A twinkly, microfine glitter that delivers glamour, fantasy and mystery. What it does: Designed to be used alone or on top of eyeshadow, this sparkling glitter can also add dazzle to your cheekbones, cupid's bow and bare shoulders. How to use: Apply your makeup first. Dip a brush or finger into the glitter and pat on. Style Name: Estee Lauder Violette La Dangereuse Glitter Pot. Style Number: 5689876. Available in stores.","NORDSTROM","2019-11-11 22:17:05.161752+00","2019-12-12 21:12:49.46714+00","Estee Lauder Violette La Dangereuse Glitter Pot -","26.00",,"Estee Lauder Violette La Dangereuse Glitter Pot -","0","","","",,"female",,"rakuten","26.00",,,"false",,"{women_clothing,women_tops,women_all}",,,"{beige}","1","15"
"2000000295327","products/2000000295327.jpg","https://click.linksynergy.com/link?id=9sWLFDwBVak&offerid=357944.24027206&type=15&murl=https%3A%2F%2Fshop.nordstrom.com%2FS%2F5325126%3Futm_source%3Drakuten%26utm_medium%3Daffiliate%26utm_campaign%3Ddatafeed%26utm_content%3DWomen%3ATops%3AT-shirt_Tee%26utm_term%3D5874308%26utm_channel%3Daffiliate_ret_p%26sp_source%3Drakuten%26sp_campaign%3Ddatafeed","Unionbay","Wide-wale ribbed velour gives this fitted, cropped tee a retro feel. Style Name: Unionbay Adella Ribbed Velour Crop Tee. Style Number: 5874308. Available in stores.","NORDSTROM","2019-11-11 22:00:16.986092+00","2019-12-12 20:23:11.63587+00","Women's Unionbay Adella Ribbed Velour Crop Tee","30.00",,"Women's Unionbay Adella Ribbed Velour Crop Tee","0","","","",,"female",,"rakuten","30.00",,,"false",,"{women tops}",,,"{brown,black}","1","16"
"2000000041177","products/2000000041177.jpg","https://click.linksynergy.com/link?id=9sWLFDwBVak&offerid=357944.23638618&type=15&murl=https%3A%2F%2Fshop.nordstrom.com%2FS%2F5305001%3Futm_source%3Drakuten%26utm_medium%3Daffiliate%26utm_campaign%3Ddatafeed%26utm_content%3DWomen%3AEyewear%3ASunglasses%26utm_term%3D5861570%26utm_channel%3Daffiliate_ret_p%26sp_source%3Drakuten%26sp_campaign%3Ddatafeed","BP.","Shield the sun and envious stares in these chunky square sunnies crafted with hand-polished frames and gradient lenses. Style Name: Bp. 55Mm Square Sunglasses. Style Number: 5861570 1. Available in stores.","NORDSTROM","2019-12-30 18:39:33.474068+00","2020-01-09 17:13:08.603987+00","Women's Bp. 55Mm Square Sunglasses -","19.00",,"Women's Bp. 55Mm Square Sunglasses -","0","products/2000000041177_1.jpg","products/2000000041177_2.jpg","",,"female","true","rakuten","11.40",,,"true",,"{women_accessory,women_all,women_eyewear}",,,"{grey,purple,black,beige,brown}","1","17"
"2000000268772","products/2000000268772.jpg","https://click.linksynergy.com/link?id=9sWLFDwBVak&offerid=648401.765942279029&type=15&murl=https%3A%2F%2Fwww.bloomingdales.com%2Fshop%2Fproduct%2Ffashion-forms-silicone-cleavage-enhancement-adhesive-bra%3FID%3D1825147%26PartnerID%3DLINKSHARE%26cm_mmc%3DLINKSHARE-_-n-_-n-_-n","Fashion Forms","Fashion Forms Silicone Cleavage Enhancement Adhesive Bra-Women","Bloomingdale's","2019-11-21 18:34:52.420485+00","2019-12-12 22:32:08.728704+00","Fashion Forms Silicone Cleavage Enhancement Adhesive Bra","36.00",,"Fashion Forms Silicone Cleavage Enhancement Adhesive Bra","0","","","",,"female","true","rakuten",,,,"true",,"{women_clothing,women_all,women_intimates}",,,"{beige,brown}","1","18"
"2000000103342","products/2000000103342.jpg","https://click.linksynergy.com/link?id=9sWLFDwBVak&offerid=357944.23584358&type=15&murl=https%3A%2F%2Fshop.nordstrom.com%2FS%2F3142994%3Futm_source%3Drakuten%26utm_medium%3Daffiliate%26utm_campaign%3Ddatafeed%26utm_content%3DMen%3AHosiery%3ASocks%26utm_term%3D333600%26utm_channel%3Daffiliate_ret_p%26sp_source%3Drakuten%26sp_campaign%3Ddatafeed","Calvin Klein","Finely patterned socks are crafted from a soft combed-cotton blend. Style Name: Calvin Klein 3-Pack Patterned Dress Socks. Style Number: 333600 5. Available in stores.","NORDSTROM","2019-12-30 17:57:01.715709+00","2020-01-09 17:03:07.044294+00","Men's Calvin Klein 3-Pack Patterned Dress Socks","22.00",,"Men's Calvin Klein 3-Pack Patterned Dress Socks","0","products/2000000103342_1.jpg","products/2000000103342_2.jpg","",,"male","true","rakuten","10.19",,,"true",,"{men_clothing,men_all,men_intimates}",,,"{white,brown,black,grey}","1","19"
"2000000301083","products/2000000301083.jpg","https://click.linksynergy.com/link?id=9sWLFDwBVak&offerid=357944.4597728&type=15&murl=https%3A%2F%2Fshop.nordstrom.com%2FS%2F4597728%3Futm_source%3Drakuten%26utm_medium%3Daffiliate%26utm_campaign%3Ddatafeed%26utm_content%3DWomen%3AFragrance%3APerfume%26utm_term%3D5345798%26utm_channel%3Daffiliate_ret_p%26sp_source%3Drakuten%26sp_campaign%3Ddatafeed","Elizabeth and James","What it is: Nirvana Bourbon is a provocative blend of sultry vanilla bourbon, oakwood and a hint of tuberose for a bold, oriental-woody scent with intoxicating confidence. Fragrance story: Bringing a lightness to Nirvana, the amber-toned bottle with rich gold accents blends feminine curves with contrasting architectural lines. Launched in 2007, Elizabeth and James embodies the duality of sophistication and feminine detail balanced with downtown","NORDSTROM","2019-11-21 18:22:43.105811+00","2019-12-12 22:02:59.009328+00","Elizabeth And James Nirvana Bourbon Eau De Parfum Rollerball","28.00",,"Elizabeth And James Nirvana Bourbon Eau De Parfum Rollerball","0","","","",,"female","true","rakuten","28.00",,,"true",,"{women_clothing,women_all,women_tops}",,,"{brown}","1","20"
"2000000307238","products/2000000307238.jpg","https://click.linksynergy.com/link?id=9sWLFDwBVak&offerid=357944.22168589&type=15&murl=https%3A%2F%2Fshop.nordstrom.com%2FS%2F5220909%3Futm_source%3Drakuten%26utm_medium%3Daffiliate%26utm_campaign%3Ddatafeed%26utm_content%3DWomen%3AJewelry%3ANecklace%26utm_term%3D5806728%26utm_channel%3Daffiliate_ret_p%26sp_source%3Drakuten%26sp_campaign%3Ddatafeed","Knotty","A sleek ball-and-hoop design lends a modern, sculptural look to lariat necklace with a delicate chain. Style Name: Knotty Lariat Necklace. Style Number: 5806728. Available in stores.","NORDSTROM","2019-11-21 18:30:33.061884+00","2019-12-12 22:18:45.984925+00","Women's Knotty Lariat Necklace","44.00",,"Women's Knotty Lariat Necklace","0","products/2000000307238_1.jpg","","",,"female","true","rakuten","44.00",,,"true",,"{women_accessory,women_all,women_necklaces}",,,"{white}","1","21"
"2000000069190","products/2000000069190.jpg","https://click.linksynergy.com/link?id=9sWLFDwBVak&offerid=357944.24383431&type=15&murl=https%3A%2F%2Fshop.nordstrom.com%2FS%2F5347241%3Futm_source%3Drakuten%26utm_medium%3Daffiliate%26utm_campaign%3Ddatafeed%26utm_content%3DWomen%3AUnderwear_Lingerie%3APanty_Brief%26utm_term%3D5886399%26utm_channel%3Daffiliate_ret_p%26sp_source%3Drakuten%26sp_campaign%3Ddatafeed","Wacoal","An everyday thong of supersoft fabric has just the right coverage to keep you looking (and feeling) good all day long. Style Name: Wacoal Flawless Comfort Thong. Style Number: 5886399. Available in stores.","NORDSTROM","2019-11-21 18:19:06.04437+00","2019-12-12 21:54:20.590394+00","Women's Wacoal Flawless Comfort Thong, Size XX-Large - Beige","19.00",,"Women's Wacoal Flawless Comfort Thong, Size XX-Large - Beige","0","products/2000000069190_1.jpg","products/2000000069190_2.jpg","products/2000000069190_3.jpg",,"female","true","rakuten","19.00",,,"true",,"{women_clothing,women_all,women_intimates}",,,"{beige,brown}","1","22"
"2000000156502","products/2000000156502.jpg","https://click.linksynergy.com/link?id=9sWLFDwBVak&offerid=680571.33370&type=15&murl=https%3A%2F%2Fwww.bergdorfgoodman.com%2Fp%2Fjuliska-berry-thread-handled-soup-bowl-prod121890041","Juliska","Whether elegant or casual, sophisticated or modern, Juliska Berry & Thread whitewash-finished serveware perfectly suits any table setting.","Bergdorf Goodman","2019-11-11 21:10:12.56004+00","2019-12-11 23:12:00.19626+00","Berry & Thread Handled Soup Bowl","38.00",,"Berry & Thread Handled Soup Bowl","0","","","",,"unisex",,"rakuten",,,,"false",,"{luggage,men_clothing,men_suits,women_luggage,women_all,men_bag,women_bag,men_luggage,men_all}",,,"{grey}","1","23"
"2000000170513","products/2000000170513.jpg","https://click.linksynergy.com/link?id=9sWLFDwBVak&offerid=357944.21468254&type=15&murl=https%3A%2F%2Fshop.nordstrom.com%2FS%2F5177346%3Futm_source%3Drakuten%26utm_medium%3Daffiliate%26utm_campaign%3Ddatafeed%26utm_content%3DPlus%2520Women%3ATops%3AT-shirt_Tee%26utm_term%3D5780412%26utm_channel%3Daffiliate_ret_p%26sp_source%3Drakuten%26sp_campaign%3Ddatafeed","BP.","Go for cute and comfy on casual days in this sleek and stretchy ribbed top. Style Name: Bp. Long Sleeve Ribbed Tee (Plus Size). Style Number: 5780412. Available in stores.","NORDSTROM","2019-11-21 18:30:42.528759+00","2019-12-11 23:30:54.475559+00","Plus Size Women's Bp. Long Sleeve Ribbed Tee","29.00",,"Plus Size Women's Bp. Long Sleeve Ribbed Tee","0","products/2000000170513_1.jpg","products/2000000170513_2.jpg","",,"female","true","rakuten","17.40",,,"true",,"{women_clothing,women_all,women_tops}",,,"{brown,beige,grey,green,black}","1","24"
"2000000325394","products/2000000325394.jpg","https://click.linksynergy.com/link?id=9sWLFDwBVak&offerid=357944.23719220&type=15&murl=https%3A%2F%2Fshop.nordstrom.com%2FS%2F5310135%3Futm_source%3Drakuten%26utm_medium%3Daffiliate%26utm_campaign%3Ddatafeed%26utm_content%3DMen%3ATops%3AT-shirt_Tee%26utm_term%3D5864541%26utm_channel%3Daffiliate_ret_p%26sp_source%3Drakuten%26sp_campaign%3Ddatafeed","Topman","A heathered knit yoke and dropped shoulders top striped panels on a slouchy, oversized T-Shirt made of lightweight interlock. Style Name: Topman Stripe Oversize T-Shirt. Style Number: 5864541. Available in stores.","NORDSTROM","2019-11-11 21:34:05.900757+00","2019-12-12 19:25:15.112534+00","Men's Topman Stripe Oversize T-Shirt","30.00",,"Men's Topman Stripe Oversize T-Shirt","0","","","",,"male",,"rakuten","18.00",,,"false",,"{men_clothing,men_sweater,men_all}",,,"{grey}","1","25"
"2000000017877","","https://click.linksynergy.com/link?id=9sWLFDwBVak&offerid=357944.16907945&type=15&murl=https%3A%2F%2Fshop.nordstrom.com%2FS%2F4928232%3Futm_source%3Drakuten%26utm_medium%3Daffiliate%26utm_campaign%3Ddatafeed%26utm_content%3DUnisex%3ASkin_Body%2520Treatment%3AHand__Body%26utm_term%3D5598870%26utm_channel%3Daffiliate_ret_p%26sp_source%3Drakuten%26sp_campaign%3Ddatafeed","Ursa Major","What it is: An award-winning, natural deodorant that eliminates underarm odor while absorbing excess oil and soothing sensitive skin. What it does: Its reliable performance, healthy ingredients and invigorating aroma keep you fresh all day long. The non-staining formula is 100% naturally derived and toxin-free. It's scented with a crisp and naturally cooling blend of peppermint, eucalyptus, rosemary, grapefruit, chamomile and lemon. How to use:","NORDSTROM","2019-12-30 19:03:17.532712+00","2019-12-30 19:03:17.532736+00","Ursa Major Hoppin' Fresh Deodorant","18.00",,"Ursa Major Hoppin' Fresh Deodorant","0","","","",,"unisex","true","rakuten","18.00",,,"true",,"{women sweater,men shirts}",,,,"1","26"
"2000000100948","products/2000000100948.jpg","https://click.linksynergy.com/link?id=9sWLFDwBVak&offerid=648401.886787139566&type=15&murl=https%3A%2F%2Fwww.bloomingdales.com%2Fshop%2Fproduct%2Falex-ani-grandmother-expandable-wire-bangle-bracelet%3FID%3D2878166%26PartnerID%3DLINKSHARE%26cm_mmc%3DLINKSHARE-_-n-_-n-_-n","Alex and Ani","Alex and Ani Grandmother Expandable Wire Bangle Bracelet-Jewelry & Accessories","Bloomingdale's","2019-11-21 18:11:50.802957+00","2019-12-11 23:04:05.11729+00","Alex and Ani Grandmother Expandable Wire Bangle Bracelet","32.00",,"Alex and Ani Grandmother Expandable Wire Bangle Bracelet","0","","","",,"female","true","rakuten",,,,"true",,"{women_accessory,women_all,women_bracelets}",,,"{brown,beige}","1","27"
"2000000234004","","https://click.linksynergy.com/link?id=9sWLFDwBVak&offerid=680571.120417&type=15&murl=https%3A%2F%2Fwww.bergdorfgoodman.com%2Fp%2Fbobbi-brown-perfectly-defined-gel-eyeliner-prod133970037","Bobbi Brown","Bobbi Brown Perfectly Defined Gel Eyeliner DetailsThe secret to making eyes stand out is all about definition. This unique gel-based pencil delivers richly pigmented color and precision lining with with up to 12 hours of waterproof wear. The best part? A twist-up design lets you apply on the go, while a built-in sharpener ensures the most precise application every time. Paraben-Free. Phthalate-Free. Sulfate-Free. Sulfite-Free. Gluten-Free Who It's For: Women who want an ultra precise eye line.","Bergdorf Goodman","2019-12-30 19:02:56.819722+00","2019-12-30 19:02:56.819746+00","Perfectly Defined Gel Eyeliner","27.00",,"Perfectly Defined Gel Eyeliner","0","","","",,"unisex","true","rakuten","27.00",,,"true",,"{women_tech_accessories,luggage}",,,,"1","28"
